id,zoho_name,cmrr_name,install_name,domain
1145,Uniworld Personal Care LLP,Uniworld Personal Care LLP,,
1146,Mangalam Lubricants Private Limited,Mangalam Lubricants Private Limited,,
1147,Sleepy Owl Coffee Private Limited,Sleepy Owl Coffee Private Limited,,
1149,Cropnosys India Private Limited,Cropnosys India Private Limited,,
1150,Zircon International Trading LLC,Zircon International Trading LLC,,
1151,Cocoguru Coconut Industries Private Limited,Cocoguru Coconut Industries Private Limited,,
1152,DSM Fresh Foods Private Limited,DSM Fresh Foods Private Limited,,
1153,Orita Therapeutics Private Limited,Orita Therapeutics Private Limited,,
1154,Sunrise Group Infra Private Limited,Sunrise Group Infra Private Limited,,
1155,Tirumala Milk Products Private Limited,Tirumala Milk Products Private Limited,,
1156,M D Clothing India Private Limited,M D Clothing India Private Limited,,
1157,RCS Products LLP,RCS Products LLP,,
1158,GP Trading Concern,GP Trading Concern,,
1159,Scientific Remedies Private Limited,Scientific Remedies Private Limited,,
1160,Control Alt Foods Private Limited,Control Alt Foods Private Limited,,
1161,Keeros Foods Private Limited,Keeros Foods Private Limited,,
1162,Chegu Imperium Private Limited,Chegu Imperium Private Limited,,
1163,Himvati Ayurvedic Pharma India Private Limited,Himvati Ayurvedic Pharma India Private Limited,,
1164,Wimwi Foods Private Limited,Wimwi Foods Private Limited,,
1165,Happily Unmarried Marketing Private Limited,Happily Unmarried Marketing Private Limited,,
1166,Huntsman International (India) Private Limited,Huntsman International (India) Private Limited,,
1167,Organico Agro-Foods & Beverages Private Limited,Organico Agro-Foods & Beverages Private Limited,,
1168,Mahavir Marketing,Mahavir Marketing,,
1169,Alpha Milkfoods Private Limited,Alpha Milkfoods Private Limited,,
1170,Indiafarm Foods Private Limited,Indiafarm Foods Private Limited,,
1171,Shanthi Gears Limited,Shanthi Gears Limited,,
1172,Tilaknagar Industries Limited,Tilaknagar Industries Limited,,
1173,Sonata Trading International FZC (Noble Group SA),Sonata Trading International FZC (Noble Group SA),,
1174,Nobel Hygiene Private Limited,Nobel Hygiene Private Limited,,
1175,Bhagyalaxmi Dairy,Bhagyalaxmi Dairy,,
1176,Wholsum Foods Private Limited,Wholsum Foods Private Limited,,
1177,TLG India Private Limited,TLG India Private Limited,,
1178,Winsure Food Marketing Private Limited,Winsure Food Marketing Private Limited,,
1179,Busthan Al Wathaniya,Busthan Al Wathaniya,,
1180,Jhandewalas Foods Limited,Jhandewalas Foods Limited,,
1181,Eastern Condiments Pvt. Ltd,Eastern Condiments Pvt. Ltd,,
1182,Shri Varadaraja Swami Products LLP,Shri Varadaraja Swami Products LLP,,
1183,The Boston Consulting Group (India) Private Limited,The Boston Consulting Group (India) Private Limited,,
1184,Malnad Flavours Fresh Food Private Limited,Malnad Flavours Fresh Food Private Limited,,
1186,Ariyan Ltd,Ariyan Ltd,,
1187,Agrow Allied Ventures Private Limited (Ambey),Agrow Allied Ventures Private Limited (Ambey),,
1188,Holyland Marketing Pvt Ltd,Holyland Marketing Pvt Ltd,,
1189,Good Drop Wine Cellars Private Limited,Good Drop Wine Cellars Private Limited,,
1190,Vijay Home Foods Inc.,Vijay Home Foods Inc.,,
1192,Bisweswar Foods Private Limited (Ruchi Foodline),Bisweswar Foods Private Limited (Ruchi Foodline),,
1193,Vaibhav Foods,Vaibhav Foods,,
1194,Magnum Enterprises,Magnum Enterprises,,
1195,Veen Waters (India) Private Limited,Veen Waters (India) Private Limited,,
1196,Prakash Pipes Limited,Prakash Pipes Limited,,
1197,Global Consumer Products Private Limited,Global Consumer Products Private Limited,,
1198,Somanath Crop Science India Private Limited,Somanath Crop Science India Private Limited,,
1199,Recorn Foods Private Limited,Recorn Foods Private Limited,,
1200,Magnum Distributors,Magnum Distributors,,
1201,Premier Watch Industries,Premier Watch Industries,,
1202,Sampatti Industries,Sampatti Industries,,
1203,A.N.R. Lighting Private Limited,A.N.R. Lighting Private Limited,,
1204,Meghmani Organics Limited,Meghmani Organics Limited,,
1205,East West Seed International Private Limited,East West Seed International Private Limited,,
1206,The Indian Wood Products Company Limited,The Indian Wood Products Company Limited,,
1207,Scitron Nutrition Private Limited,Scitron Nutrition Private Limited,,
1208,Niva Nutrifoods LLP,Niva Nutrifoods LLP,,
1209,Praash Marketing and Technical Services Pvt. Ltd.,Praash Marketing and Technical Services Pvt. Ltd.,,
1210,Wow Marketing Instruments,Wow Marketing Instruments,,
1211,Quba India Private Limited,Quba India Private Limited,,
1212,Southern Trading Company,Southern Trading Company,,
1213,Moreish Foods,Moreish Foods,,
1214,Krumbles Foods India Private Limited,Krumbles Foods India Private Limited,,
1215,United Distributors (South),United Distributors (South),,
1216,Delhivery Private Limited,Delhivery Private Limited,,
1217,Heritage foods limited,Heritage foods limited,,
1218,SKF India Limited,SKF India Limited,,
1219,Akash Blowers Private Limited,Akash Blowers Private Limited,,
1220,Hyporia Ventures Private Limited,Hyporia Ventures Private Limited,,
1221,Forbidden Foods Private Limited,Forbidden Foods Private Limited,,
1222,SLMG Beverages Private Limited (Brindavan Agro),SLMG Beverages Private Limited (Brindavan Agro),,
1223,Casio India Co. Private Limited,Casio India Co. Private Limited,,
1224,Sobisco Foods Private Limited,Sobisco Foods Private Limited,,
1225,Kaleesuwari Refinery Private Limited (Gold Winner),Kaleesuwari Refinery Private Limited (Gold Winner),,
1226,Asian Fine Cements Private Limited,Asian Fine Cements Private Limited,,
1227,Shudh Plus Hygiene Products,Shudh Plus Hygiene Products,,
1228,TJUK Trade Networks Private Limited,TJUK Trade Networks Private Limited,,
1229,Shandong Chunlong Group India Private Limited,Shandong Chunlong Group India Private Limited,,
1230,Polylace India Private Limited (Toni Zipper),Polylace India Private Limited (Toni Zipper),,
1231,Ganymede Business Ventures Private Limited,Ganymede Business Ventures Private Limited,,
1232,Tayyaar Foods Private Limited,Tayyaar Foods Private Limited,,
1233,Impact Communications Private Limited,Impact Communications Private Limited,,
1234,GP Petroleums Limited,GP Petroleums Limited,,
1235,Godesi Mandi Private Limited,Godesi Mandi Private Limited,,
1236,Brahmins Foods India Private Limited,Brahmins Foods India Private Limited,,
1237,O2 Industries Private Limited,O2 Industries Private Limited,,
1238,Qans Consumer Products Private Limited (Tagzfoods),Qans Consumer Products Private Limited (Tagzfoods),,
1239,Ansika Trading Private Limited,Ansika Trading Private Limited,,
1240,Shopup Pte Ltd.,Shopup Pte Ltd.,,
1241,Paramount Universal Private Limited,Paramount Universal Private Limited,,
1242,Gold Plus Glass Industry Limited,Gold Plus Glass Industry Limited,,
1243,Uniglobal Securities Private Limited (DigitalX),Uniglobal Securities Private Limited (DigitalX),,
1244,Namdhari Animal Genetics Private Limited,Namdhari Animal Genetics Private Limited,,
1245,Shree Galaxy Enterprises (Viral Trading),Shree Galaxy Enterprises (Viral Trading),,
1246,Orangetag Distribution Private Limited,Orangetag Distribution Private Limited,,
1247,ABC Cosmetics Lda (Sonata),ABC Cosmetics Lda (Sonata),,
1248,Khimji Ramdas India Private Limited,Khimji Ramdas India Private Limited,,
1250,India Glycols Limited,India Glycols Limited,,
1251,Dropshop Network Private Limited,Dropshop Network Private Limited,,
1253,XYXX Apparels Private Limited,XYXX Apparels Private Limited,,
1254,Sree Annapoorna Foods,Sree Annapoorna Foods,,
1255,Industrial Research Corporation (Bril india),Industrial Research Corporation (Bril india),,
1256,Dr.Oetker India Private Limited,Dr.Oetker India Private Limited,,
1257,East Africa Fruits Co.,East Africa Fruits Co.,,
1258,Tejas Food Industries LLP,Tejas Food Industries LLP,,
1259,Fransko Agro Foods,Fransko Agro Foods,,
1261,Fitsport Nutrition Foods Private Limited,Fitsport Nutrition Foods Private Limited,,
1262,Bambino Pasta Food Industries Private Limited,Bambino Pasta Food Industries Private Limited,,
1263,GHASSAN ABOUD GROUP FZE,GHASSAN ABOUD GROUP FZE,,
1264,Assa Abloy India Private Limited,Assa Abloy India Private Limited,,
1265,Sunfresh Agro Industries Private Limited,Sunfresh Agro Industries Private Limited,,
1266,Stalwart Business Consortium LLP,Stalwart Business Consortium LLP,,
1267,PRK Commodities Private Limited,PRK Commodities Private Limited,,
1268,KMS Confectioneries Private Limited,KMS Confectioneries Private Limited,,
1269,Rajaram Solvex Limited,Rajaram Solvex Limited,,
1270,Rockman Industries Limited,Rockman Industries Limited,,
1272,Myanmar Consumer Enterprise Ltd.,Myanmar Consumer Enterprise Ltd.,,
1273,ARC Foods And Beverages,ARC Foods And Beverages,,
1274,Harish Bakers And Confectioners Private Limited,Harish Bakers And Confectioners Private Limited,,
1275,Ravi Products,Ravi Products,,
1276,Buddhi Foods Pvt Ltd,Buddhi Foods Pvt Ltd,,
1277,Ralson (India) Limited,Ralson (India) Limited,,
1278,Carl Zeiss India (Bangalore) Private Limited,Carl Zeiss India (Bangalore) Private Limited,,
1279,Siddhiganesh Enterprises (P) Ltd,Siddhiganesh Enterprises (P) Ltd,,
1280,Amarlal Paramand Khatri,Amarlal Paramand Khatri,,
1281,Fackelmann Inda Kitchenware Private Limited,Fackelmann Inda Kitchenware Private Limited,,
1282,Easy Life Retailing Private Limited,Easy Life Retailing Private Limited,,
1283,BIDCO Africa Ltd.,BIDCO Africa Ltd.,,
1284,The Big Bottling Company Limited,The Big Bottling Company Limited,,
1285,Manilal Dayalji & Company,Manilal Dayalji & Company,,
1286,Bombay Well Print Inks Pvt Ltd.,Bombay Well Print Inks Pvt Ltd.,,
1287,Johnson & Johnson Pvt. Ltd,Johnson & Johnson Pvt. Ltd,,
1289,Kancha Cheena Foods Private Limited,Kancha Cheena Foods Private Limited,,
1290,La Trobe Co.Ltd,La Trobe Co.Ltd,,
1291,Inventive Ideas LLP (Idllygo),Inventive Ideas LLP (Idllygo),,
1292,AB Food & Beverages (Thailand) Ltd.,AB Food & Beverages (Thailand) Ltd.,,
1294,Aromee Brands Private Limited,Aromee Brands Private Limited,,
1295,Alpino Health Foods Private Limited,Alpino Health Foods Private Limited,,
1296,Swanrose India Private Limited,Swanrose India Private Limited,,
1297,Sunvik Steel Private Limited (happymilk),Sunvik Steel Private Limited (happymilk),,
1298,Jumoo Dairy Foods Private Limited,Jumoo Dairy Foods Private Limited,,
1299,Devon Foods Limited,Devon Foods Limited,,
1300,RMS Agency,RMS Agency,,
1301,Artimas Fashions Private Limited,Artimas Fashions Private Limited,,
1302,Mercantile Pacific,Mercantile Pacific,,
1303,Zook Soap Works Private Limited,Zook Soap Works Private Limited,,
1304,Bhilai Engg Corp Limited,Bhilai Engg Corp Limited,,
1305,Ashirwad Marketing Associates,Ashirwad Marketing Associates,,
1306,RP Food & Confectionary Pvt Ltd,RP Food & Confectionary Pvt Ltd,,
1307,Vijaya Lakshmi Dal & Flour Mill,Vijaya Lakshmi Dal & Flour Mill,,
1309,Mask Enterprise LLP,Mask Enterprise LLP,,
1310,Papier Hygiene Private Limited,Papier Hygiene Private Limited,,
1311,C L Products (India) Limited (SLM),C L Products (India) Limited (SLM),,
1312,Jai Mahaveer Oil Industries,Jai Mahaveer Oil Industries,,
1314,Mambalam Iyers Food Products (A Division of Cool Cosmetics Pvt. Ltd.),Mambalam Iyers Food Products (A Division of Cool Cosmetics Pvt. Ltd.),,
1315,EA Fruits Farm and Company Limited,EA Fruits Farm and Company Limited,,
1316,EBO Mart Private Limited,EBO Mart Private Limited,,
1317,Saraf Trading Corporation Private Limited,Saraf Trading Corporation Private Limited,,
1318,Ganga Roller Flour Mills Private Limited,Ganga Roller Flour Mills Private Limited,,
1319,Khandelwal Industries and Export,Khandelwal Industries and Export,,
1320,Punjab Sind Foods (India) Private Limited,Punjab Sind Foods (India) Private Limited,,
1321,AR Energy Group (AREG),AR Energy Group (AREG),,
1322,Tiesar Personal Care Private Limited,Tiesar Personal Care Private Limited,,
1323,Artisanal Drinks Pvt. Ltd.,Artisanal Drinks Pvt. Ltd.,,
1324,Yashram Lifestyle Brands Private Limited,Yashram Lifestyle Brands Private Limited,,
1325,Muhavra Enterprises Private Limited,Muhavra Enterprises Private Limited,,
1326,BT41 Beverages Private Limited,BT41 Beverages Private Limited,,
1327,T. M. Printers Private Limited,T. M. Printers Private Limited,,
1328,Renaura Wellness Private Limited,Renaura Wellness Private Limited,,
1329,ThinkAI Solutions LLP,ThinkAI Solutions LLP,,
1330,Ozone Overseas Private Limited,Ozone Overseas Private Limited,,
1331,Maha Cauvery Export (Rengasamy Aravindan),Maha Cauvery Export (Rengasamy Aravindan),,
1332,Sadbhavana Chemicals Private Limited,Sadbhavana Chemicals Private Limited,,
1333,Khanna Stores,Khanna Stores,,
1334,Emami Limited,Emami Limited,,
1336,Swiss Bake Limited,Swiss Bake Limited,,
1337,Groversons Appareal Private Limited,Groversons Appareal Private Limited,,
1338,Ashan Fresh Food,Ashan Fresh Food,,
1339,Kirana King Retail Network Private Limited,Kirana King Retail Network Private Limited,,
1340,Risi Spice Industries Private Limited,Risi Spice Industries Private Limited,,
1341,Audun Nutrition Private Limited,Audun Nutrition Private Limited,,
1342,Shree Tulsi Beverage & Pharmaceutical (Mohan Lal Agrawal),Shree Tulsi Beverage & Pharmaceutical (Mohan Lal Agrawal),,
1343,Romsons Group Private Limited,Romsons Group Private Limited,,
1344,ENN Eye Tee Foods 'N Beverages,ENN Eye Tee Foods 'N Beverages,,
1345,Merabo Labs Private Limited,Merabo Labs Private Limited,,
1346,Trident Limited,Trident Limited,,
1347,Dr. Jijus Oral Care,Dr. Jijus Oral Care,,
1348,Telvica India Private Limited,Telvica India Private Limited,,
1349,Anheuser-Busch Inbev Brewery Vietnam Company Limited,Anheuser-Busch Inbev Brewery Vietnam Company Limited,,
1350,Kwality Confectioners & Bakers (India) Pvt Ltd,Kwality Confectioners & Bakers (India) Pvt Ltd,,
1351,Asian Impex,Asian Impex,,
1352,B C Hasaram & Sons Ayurvedic Pharmacy,B C Hasaram & Sons Ayurvedic Pharmacy,,
1353,PFL Food Private Limited,PFL Food Private Limited,,
1354,Shri Varalakshmi Company,Shri Varalakshmi Company,,
1355,Myvi Foods Private Limited,Myvi Foods Private Limited,,
1356,Chheda Specialities Foods Private Limited,Chheda Specialities Foods Private Limited,,
1357,Aviva Healthcare Private Limited,Aviva Healthcare Private Limited,,
1358,Indiyum Foods Private Limited,Indiyum Foods Private Limited,,
1359,Dreambig Networks Private Limited,Dreambig Networks Private Limited,,
1360,Infinity Solutions,Infinity Solutions,,
1361,B S Award Food Products,B S Award Food Products,,
1362,Ghodawat Consumer Limited,Ghodawat Consumer Limited,,
1363,Sproutlife Foods Private Limited,Sproutlife Foods Private Limited,,
1365,Sapana Bhatnagar,Sapana Bhatnagar,,
1366,Kanchan Kitchen-Aid Private Limited,Kanchan Kitchen-Aid Private Limited,,
1368,Aeronutrix Sports Products Private Limited,Aeronutrix Sports Products Private Limited,,
1369,Phondaghat Pharmacy LLP,Phondaghat Pharmacy LLP,,
1370,Jouleshealth Enterprise Private Limited,Jouleshealth Enterprise Private Limited,,
1371,K.K Corporation,K.K Corporation,,
1372,Shri Nathji Sales Corporation,Shri Nathji Sales Corporation,,
1373,Cavinkare Private Limited,Cavinkare Private Limited,,
1375,Prowess Distributor LLP,Prowess Distributor LLP,,
1376,Brring Integrated Logistics Private Limited,Brring Integrated Logistics Private Limited,,
1377,Mahima Exim Private Limited,Mahima Exim Private Limited,,
1378,Gopal Refineries And Oil Mills,Gopal Refineries And Oil Mills,,
1380,Safilo Health Care,Safilo Health Care,,
1381,Happytizers Private Limited,Happytizers Private Limited,,
1382,Whitelotus Food Labs Private Limited,Whitelotus Food Labs Private Limited,,
1383,Beloxxi Industries Limited,Beloxxi Industries Limited,,
1384,Chettinad Cement Corporation Private Limited,Chettinad Cement Corporation Private Limited,,
1385,Vaighai Agro Products Limited,Vaighai Agro Products Limited,,
1386,Jeyyam Global Foods Private Limited,Jeyyam Global Foods Private Limited,,
1387,Laansh International LLP,Laansh International LLP,,
1388,Fkart Foods Private Limited,Fkart Foods Private Limited,,
1389,SPG Global Commodities Limited,SPG Global Commodities Limited,,
1390,Ready Roti India Private Limited,Ready Roti India Private Limited,,
1391,With Ease Technologies India Private Limited,With Ease Technologies India Private Limited,,
1392,Sanjeev Food And Beverages Private Limited,Sanjeev Food And Beverages Private Limited,,
1393,Dwarika Food Products,Dwarika Food Products,,
1394,AnKa SumMor Foods Private Limited,AnKa SumMor Foods Private Limited,,
1395,Baramati Agro Limited,Baramati Agro Limited,,
1396,Ginglani Distillers Private Limited,Ginglani Distillers Private Limited,,
1397,Neuworld Spirits Private Limited,Neuworld Spirits Private Limited,,
1398,Sri Ganesh Enterprises,Sri Ganesh Enterprises,,
1399,Shaman Spices & Food Products LLP,Shaman Spices & Food Products LLP,,
1400,Chitale Icecream,Chitale Icecream,,
1401,Blupin Technologies Private Limited,Blupin Technologies Private Limited,,
1402,Global Distribution Company,Global Distribution Company,,
1403,Healthy Nashta Corporation (Viren Shricharan Lohana),Healthy Nashta Corporation (Viren Shricharan Lohana),,
1404,Kathiresan Mahyesh Kumar,Kathiresan Mahyesh Kumar,,
1405,Herbal Trends Private Limited,Herbal Trends Private Limited,,
1406,J G Hosiery Private Limited,J G Hosiery Private Limited,,
1407,Mangamma Foods Private Limited,Mangamma Foods Private Limited,,
1408,Shona Soap Industries Private Limited,Shona Soap Industries Private Limited,,
1409,Southern Labs,Southern Labs,,
1410,Meyer Organics Private Limited,Meyer Organics Private Limited,,
1411,Quirky Beverages Private Limited,Quirky Beverages Private Limited,,
1413,Fairmacs Shipstores Private Limited,Fairmacs Shipstores Private Limited,,
1414,Weyburn Heavy Industries Private Limited,Weyburn Heavy Industries Private Limited,,
1415,Kate Food Industries Private Limited,Kate Food Industries Private Limited,,
1417,T C C TRADING L.L.C,T C C TRADING L.L.C,,
1418,Zenus Homecare (OPC) Private Limited,Zenus Homecare (OPC) Private Limited,,
1419,Escee Industries Private Limited,Escee Industries Private Limited,,
1420,First Plant Organic Henna Private Limited,First Plant Organic Henna Private Limited,,
1421,Khaugalli Foods Private Limited,Khaugalli Foods Private Limited,,
1422,Mustapha G Jallow & Sons,Mustapha G Jallow & Sons,,
1423,HBPA Tradex Private Limited,HBPA Tradex Private Limited,,
1424,South Agro Food Technologies Private Limited,South Agro Food Technologies Private Limited,,
1425,Saudia Dairy & Foodstuff Company (SADAFCO),Saudia Dairy & Foodstuff Company (SADAFCO),,
1426,Annkoot Agro Food Private Limited,Annkoot Agro Food Private Limited,,
1427,Pt. Supratama Aneka Industri,Pt. Supratama Aneka Industri,,
1428,Exotic Mile Private Limited,Exotic Mile Private Limited,,
1429,Sparkling Brands Zimbabwe,Sparkling Brands Zimbabwe,,
1430,FDM Digital Solutions Private Limited,FDM Digital Solutions Private Limited,,
1431,Suffa Bakers (India) Private Limited,Suffa Bakers (India) Private Limited,,
1432,Speedex Overseas Pvt Ltd,Speedex Overseas Pvt Ltd,,
1433,Rosefield Energy Tech Private Limited,Rosefield Energy Tech Private Limited,,
1434,Mohith Shankhla Retail Private Limited,Mohith Shankhla Retail Private Limited,,
1435,M/S DKT Healthcare India Private Limited,M/S DKT Healthcare India Private Limited,,
1436,Maiyas Restaurants Private Limited,Maiyas Restaurants Private Limited,,
1437,Blupipal Industries Private Limited,Blupipal Industries Private Limited,,
1439,Bakers Agrifoods Private Limited.,Bakers Agrifoods Private Limited.,Bakers Agrifoods Private Limited.,
1440,Hatsun Agro Product Limited,Hatsun Agro Product Limited,Hatsun Agro Product Limited,
1441,Jawalakhel Group of Industries,Jawalakhel Group of Industries,Jawalakhel Group of Industries,
1442,Godrej Industries Limited,Godrej Industries Limited,Godrej Industries Limited,
1443,Alka Lifestyles Private Limited,Alka Lifestyles Private Limited,Alka Lifestyles Private Limited,
1444,TGI Distri Limited,TGI Distri Limited,TGI Distri Limited,
1445,Leayan Global Private Limited,Leayan Global Private Limited,Leayan Global Private Limited,
1446,Zydus Wellness Products Limited,Zydus Wellness Products Limited,Zydus Wellness Products Limited,
1447,Indepesca Overseas Private Limited.,Indepesca Overseas Private Limited.,Indepesca Overseas Private Limited.,
1448,Kusum Spices,Kusum Spices,Kusum Spices,
1449,Kilban Foods (India) Pvt Ltd.,Kilban Foods (India) Pvt Ltd.,Kilban Foods (India) Pvt Ltd.,
1450,Kumar Beverages Industries.,Kumar Beverages Industries.,Kumar Beverages Industries.,
1451,Sawan Agencies.,Sawan Agencies.,Sawan Agencies.,
1452,SIDS Farm Private Limited.,SIDS Farm Private Limited.,SIDS Farm Private Limited.,
1453,Welable Pharma.,Welable Pharma.,Welable Pharma.,
1454,Lagom Labs Private Limited,Lagom Labs Private Limited,Blitz,blitz
1455,Daddy Dairy India Private Limited,Daddy Dairy India Private Limited,Daddy Dairy India Private Limited,daddydairy
1456,Diet Fibre 365 Food Products Private Limited,Diet Fibre 365 Food Products Private Limited,Jackfruit 365,jackfruit365
1457,Eastern Gourmet Private Limited,Eastern Gourmet Private Limited,EASTERN GOURMET PVT LTD,favo
1458,Indepesca Overseas Private Limited,Indepesca Overseas Private Limited,Bigsams,bigsams-iopl
1459,Kairos Super Foods Private Limited,Kairos Super Foods Private Limited,ANCIENT ROOTS,ancientroots
1460,Kilban Foods (India) Pvt Ltd,Kilban Foods (India) Pvt Ltd,Kilban Foods (India) Private Limited,kilban
1461,Kumar Beverages Industries,Kumar Beverages Industries,Kumar Beverages,kumarbeverages
1462,Kwick Living (I) Private Limited,Kwick Living (I) Private Limited,kwickliving,kwickliving
1463,R L Corp India (Pawan Kumar Choudhary),R L Corp India (Pawan Kumar Choudhary),R L Corp India,rlcorp
1464,Uttam Rubbers Private Limited,Uttam Rubbers Private Limited,Uttam Rubbers Pvt Ltd,pazzo
1465,Bakers Agrifoods Private Limited,Bakers Agrifoods Private Limited,BAKERS AGRIFOODS PRIVATE LIMITED,bakers
1466,Anik Milk Products Private Limited,Anik Milk Products Private Limited,Anik Milk Products Pvt Ltd,anikdairy
1467,Sirius Foods Private Limited,Sirius Foods Private Limited,siriusfoods,siriusfoods
1468,First Katalyst Marketing Limited,First Katalyst Marketing Limited,Kimberly Clark,kcnigeria
1469,Xotik Frujus Private Limited,Xotik Frujus Private Limited,Xotik Frujus Pvt Ltd,xotik
1470,Maisa Food Products Private Limited,Maisa Food Products Private Limited,Maisa Foods,maisafoods
1471,Parakh Agro Industries Limited,Parakh Agro Industries Limited,Parakh Agro Industries Ltd,parakhgroup
1472,Tag Motors Limited,Tag Motors Limited,Tag Motors Ltd,tagmotors
1473,Parakh Agro Industries Limited.,Parakh Agro Industries Limited.,,
1474,Xotik Frujus Private Limited.,Xotik Frujus Private Limited.,,
1475,Maisa Food Products Private Limited.,Maisa Food Products Private Limited.,,
1476,Sirius Foods Private Limited.,Sirius Foods Private Limited.,,
1477,Tag Motors Limited.,Tag Motors Limited.,,
1478,Anik Milk Products Private Limited.,Anik Milk Products Private Limited.,,
1479,First Katalyst Marketing Limited.,First Katalyst Marketing Limited.,,
